art,t,bpm,s
Hua Ling / Miao*Jiang / Yan Ning / kinsen,Let the Wind Tell You,120,1378997
KyoKa,Tokimeki * Decoration,173,1416947
yanaginagi,Kazakiri (TV Size),167,2141973
BRIGHT,Ichinen Nikagetsu Hatsuka (Cut Ver.),119,1580730
Yin Lin & Aki A Jie,Qian Si Xi,86,1074239
fripSide,Two souls -toward the truth- (TV Size),165,1463348
all at once,Hoshiai (TV Size),93,1554674
Faylan,BLUE BLAZE (TV Size),190,1631323
"Yuuki Aoi, Matayoshi Ai & Saitou Momoko",Taisetsu na Basho,67.99,101579
Genbu,Ganymede,82,1201
Yuuki Aira,Colorless Wind (TV Size),132,9110
Post Malone,Hollywood's Bleeding,134,1462762
TAMUSIC,Mystic Oriental Dream ~ Ancient Temple,128,30312
Sampling Masters MEGA,Rotter Tarmination,200,2099784
Hiroshi Izawa,Digimon Care Theme,144.4,29911
You May Kiss The Bride feat. Fatma Turgut,Bensiz Bir Sen,160,1532040
TO-MAS feat. Chima,FLIP FLAP FLIP FLAP,117,560573
Chata,ann,100,1197311
Sangatsu no Phantasia,Koufuku na Wagamama,135,1478828
SHK,Hyper Speed Carol Mix,155,4003
Matchbox 20,Disease,115,3022
Metomate,Heikousen no Kyoukai,187,1291601
Muse,Supermassive Black Hole,120,1861
Noix Tranche starring Nanahira,"""Lie chi te la di hul"" ~Shiawase no Mahou~ feat. Kano",145,735711
LiSA,unlasting (TV Size),56.67,2053855
Sakakibara Yui,Tsurugi no Mai,145,2108585
Sonitus Vir feat. N. Sato,Grazing Gazelle Under The Moon,115,33460
kawaii tramwaii,dazntstapp,120,219120
Eminence & Soulero,Invisible (feat. Mari-Anna),128,782868
Timbaland,The Way I Are feat Keri Hilson & D.O.E.,114.72,666253
Poppy,Aristocrat feat. Garibay,94,921126
M2U,Myosotis,160,776979
Kiyoura Natsumi,Tabi no Tochuu (TV Size),57.33,473456
ZUN,The Sealed-Away Youkai ~ Lost Place,165,13695
"Husk (CV: Keith David), Angel Dust (CV: Blake Roman)","Loser, Baby (TV Size)",88,2138259
kamome sano,citrus,174,529789
SENTIVE,Kimi to Boku ~Session. Version,75,82690
Hoshimura Mai,Regret,86,20413
Meg & Dia,"Here, Here and Here",87,40000
david shawty,dancing on the sidewalk lights flicker,191,1314466
NewJeans,Super Shy,150,2098627
xaev,my friends are so weird,170,2168921
Yukimame Hina una,Yuki No Seireitachi,144,655889
Kanemoto Hisako,Minna mo ii na,78,55106
Barbarian On The Groove feat. Chata,Hora ne,152,25266
Taketatsu Ayana,Koi no Shirushi,165,33784
KOTOKO,"Kaede no Michi, Guitar no Kanaderu Oka de",119,57478
ave new feat. Sakura Saori,Pure My Voices,133,17230
Maeken Trance Project,Koi no Maiahi,145,32
Jun Fukuyama,DIAMONDS,111,24858
Jayn,Promise of Reunion,110,60721
Sekirei Cast,Sekirei (TV Size),148,77994
nano.RIPE,Gekka (TV Size),86,96297
Reik,Invierno,122,34962
Kuba Oms,My Love,128,1718175
Taylor Swift,Stay Stay Stay,100,131054
Inori Minase,Aimaimoko,133,1940136
Amidst,Digital,130,1320499
Jennifer Rostock,Schmutzig! Schmutzig!,140,9190
Gunther,Crazy & Wild,132,21337
Cascada,Every Time We Touch,142,4253
brakence,sauceintherough,155,1885603
Roxette,The Look (Cut Ver.),95,1670578
Six Stones,Topoviy Lut (feat. Maemiza),126,797340
Komsomol'sk,Bliznets,156.25,1530296
OK Go,This Will Be Our Year,100,1677082
ONE OK ROCK,Prove (TV Size),111,2084060
Nardis,HAPPY,128,790841
Andromedik,Don't Say (osu! edit),174,1568040
Osaka Shizuku (CV: Maeda Kaori),Audrey,150,1491341
Skillet,Yours To Hold,76,9320
Tomato n' Pine,Nanairo*Namida (TV Size),127,2089549
Suzuki Konomi,ALKATALE (Game Ver.),144,2208828
Akiyama Mizuki (CV: Satou Hinata),IDSMILE,171,1811835
Higuchi Madoka (CV: Tsuchiya Rio),Yumemidori,83,2114341
Roselia,Proud of oneself,193,2179379
Mrs. GREEN APPLE,Lilac (TV Size),150,2166177
Ito Kanako,Desire Blue sky (Short Ver.),143,1988238
MAISONdes,"I Wanna Muchu feat. asmi, Three (TV Size)",158,2012993
Yuika,Koi Dorobou.,109,2009310
Gwen Stefani,Hollaback Girl,110,1998547
kukui,Eden,200,1648201
Mayano Top Gun (CV: Hoshitani Mio),Tokimeki Scramble (Cut Ver.),168,1904755
Shimotsuki Haruka & Suzuyu,FLOWERS Openings Compilation,126,671135
Mayumi Morinaga,Glitter (Starving Trancer Remix) feat. Another Infinity,140,2110593
Eve,Ao no Waltz,82.67,1502531
Galileo Galilei,Circle Game,123,1250583
SID,Uso (Taiko Cut),180,15525
Pratanallis feat. eupe,Orion,154,1580048
NoboruP,Hitorikiri no Merry Day,150,68132
ChouCho,Kimi e Okuru Mahou,128,373070
COOL&CREATE,The Song of a Broken Youkai That Loves People,166,16940
Warak,Once Upon A Time,144,519154
Steve Aoki (w/ Yelle),Je Veux Te Voir,132.7,9255
P-Chicks,Jump ~ Meippai Dakishimete (TV Size),142.7,17168
Hitomi Sato,Hearthome City (Day),149.97,1872084
Kenta Nagata,Gozen 7-ji,95,523694
Katsushi,Beware the Umbrella Left For a Long Time,145,16953
TERRA,Ultimate,180,12539
Bob Summers,Moon Crystal Power,135.47,153153
alan,Over the clouds,130,16472
Yoshino Yuuji,"Shounin to Ookami to, Tabi no Nibasha",106,14726
Phoenix Legend,Free to Soar,93,20395
Camellia,Wolves Standing Towards Enemies,191,1228132
Sakakibara Yui,Ryuusa no Orpheus,120,910260
Maeda Jun x yanaginagi,Muteki no Soldier,210,2053146
void,Dedication,170,969312
senya,Omoi ga Rekishi ni Kawaru Toki,150,1799531
Marika Kohno,"Yume Mitai, demo Yume Janai",165,1929219
Inori Minase,Aimaimoko,133,1918215
Mera Azusa (CV: Satou Shizuku),Growing!,140,2157260
Iguchi Yuka,Kakumei Zenya (TV Size),141,1549895
Yin Lin,Tang Li Jian Xue,91,799357
Valerius,She Doesn't Know,137,8011
Makou,Fermion,156,20723
marshmello,WaNt U 2 (Original Mix),142,597152
Kagamine Rin,"I Like You, I Love You",122.55,9104
SAWA,Twister - That Power is Yet Unknown,190,2657
Backstreet Boys,Everybody,107.93,3946
COOL&CREATE,"Help me, ERINNNNNN!!",185,5346
Mindless Self Indulgence,You'll Rebel To Anything,203,2597
eikkaleyd,Kachou Fuugetsu (PV Ver.),123,53451
Rie Kugimiya & Eri Kitamura,Holy Night,110,11616
Monkey Majik + Yoshida Brothers,Change,125,70120
YOASOBI,Yasashii Suisei,90,2102760
"Yuzu (CV: Oono Yuuko), Satsuki (CV: Hata Sawako)",Yukibana Kirameku Ieji nite (TV Size),80,1927976
David Guetta,"Where Them Girls At feat. Nicki Minaj, Flo Rida",130,1266351
STARTails*,ne! ne! ne! (TV Size),170,2102237
Voicians,Closer (Cut Ver.),86,1120892
Nneka,Heartbeat (Chase & Status Remix),144,1935738
OSTER project,piano x forte,140,1296249
Lupe Fiasco feat. Matthew Santos,Fighters,70,4647
Kouda Yumeha,Happening * Diary (K.P's SHIT Mixed),198,1780176
Utsu-P feat. KAFU,B.G.M,170,1875822
Michael Cera Palin,Portrait of a Woman on a Couch With Cats,132,1275141
Woodkid,I Love You,146,882108
Ariabl'eyeS,Soukyuu no Rasen,160,1252722
Street,Reincarnation,120,1239248
eyelis,CAN'T TAKE MY EYES OFF YOU,139,65960
Enter Shikari,Rat Race,230,958005
Walter Murphy feat. Family Guy Main Cast,Family Guy Main Title (TV Size),144.67,1864162
Rish feat. Choko,Tanaka,186,1626188
Mosenite,Hydrangea,55.88,1713927
Gumi,Catch You Catch Me (TV Size),128,1951586
Baby V.O.X,Allo Papy,135.7,6107
Wulan Tuoya,Tao Ma Gan,84,16250
XianZi,Dui Zhu Tan Qin,80,36014
Lia,Tazunebito,136,9103
SYNC.ART'S ft. Sakaue Nachi,Green Grass Garden,175,14978
Hanatan,Drown,80,1247300
765 MILLION ALLSTARS,Yume ni Kakeru Rainbow,136,1799740
3oh!3,Chokechain,146,10863
Daft Punk,"Harder, Better, Faster, Stronger (edit)",123.5,72
Loos,LOVE * BEAM,178,4970
Deep Spirit,No Cover Song (Manox Club Mix),143,10053
Kuribayashi Minami,Precious Memories,143.4,9226
Twins,You're the Most Famous,134.95,8922
Hatsune Miku,Everwhite,140,9295
ClariS,Fight!! (TV Size),116,1356184
mafumafu,Moudoku ga Osou,156,1113575
Sangatsu no Phantasia,Koi wa Kirai da,122,1366529
CHiCO with HoneyWorks,Kyou mo Sakura Mau Akatsuki ni (TV Size),150,1290303
Mizuhashi Mai,Smile (TV Size),147.01,941587
The Lonely Island,We Like Sportz,102,6772
Hatsune Miku,Monochroact,110,47472
Unlucky Morpheus,Alice,83,708148
Kahitna,Tentang Diriku,112.78,337573
Delta Sleep,Interlude,75,786322
yuiko,Freezing RosE,90,845865
MitiS,untitled guitar,128,404721
mamenoi,Kleinchen,173,1453198
Rise Against,Disparity By Design,156,360325
AKI AKANE,Hanabira (Irus Brutalcore Breaks Remix),210,332280
BABYMETAL,THE ONE,195,528883
Atarayo,outcry,75,1974195
COP,Ge Xiang Wang,72.5,1880917
HOYO-MiX feat. Lea Sirk,Interstellar Journey,140,1985095
"Synthion, Yuuna Nini",By My Side,172,1993256
ZUN,Alice Maestra,157.77,1563258
Kanpyohgo,Tozaseshi Kumo no Kayoiji -Stormy Extended-,172,1783062
monaca:factory,Meringue Doll (feat. GUMI),146,1235645
Abuse,"Flowers, Mountains and Funerals",155,1668761
Rihanna,Disturbia,250,5399
Jivemaster,Sonic & Knuckles Lava Reach OC ReMix,127,1116
Will Stetson,Hidamari no Uta,136,997391
Ryu*,Rondo Alla Turca (Ryu* Remix),142,1364962
Kevin MacLeod,"Oh, Christmas Tree",150,64083
Bakari,the final outburst of dying creativity,84.5,523568
KOTOKO,Koi Kou Enishi (Game Ver.),144,1675516
Team Nekokan feat. Amaoto Junca,Tsunagu Kizuna (TV Size),135,22627
Chiying,Kokoro (Cantonese ver.),140,24060
she,supersonic,138.75,18938
Ayumi Hamasaki,You,152.09,14152
Aa!,First Kiss (Brazilian Mix),185,8446
Tatsh feat. Hatsuki Yura,Eternal Wind,164,12456
BoA feat. Miura Daichi,Possibility,136,13382
Soushi Sakiyama,Akari (TV Size),127,2022865
yuki,Tsumetai Kabe no Mukou ni (Short Ver.),171,1741911
Mizuki Nana,Etsuraku Kameria,153,18516
CircusP,Goodbye,133,1157992
TK from Ling tosite sigure,katharsis,144,889261
Hirata Shihoko,Heaven,122,9409
Yoshitake Chihaya,Wonderful Precure! evolution!! (TV Size),174,2168960
Sakakibara Yui,Cocoro Root,140,114076
Weezer,Undone -- The Sweater Song,80,1978991
Muse,Starlight,121.5,2063202
Arctic Monkeys,Do I Wanna Know?,85,1916702
Dimrain47,The Falling Mysts,132,2173685
Coldplay,Hymn for the Weekend (Seeb Remix),102,1986410
The Strokes,Selfless,122,2022971
Cavetown,Devil Town,200,1644536
Mike Posner,I Took A Pill In Ibiza (Seeb Remix),102,1775001
Suzushiro,Candy Melody,178,2149292
Matsushita Nao,Ashita no Sora,89,47299
Linda Yang,Bie Kan Wo Zhi Shi Yi Zhi Yang,126,109343
KOUICHI,The Witches' Ball ~ Magus,148,6028
Fox Stevenson,Take You Down,174,1112303
Tsukasa,Colours of Sorrow (JAP ver),143,14778
Grant Kirkhope,Freezeezy Peak,145.08,4131
The Black Mages,Battle Theme (Final Fantasy VI),122,1635
Billie Eilish,bury a friend,120,958856
ParaDoX,Alcatraz,125,12842
aki,Candy Powder,119,82304
Akira Yamaoka,Promise (Reprise),150.05,48461
*Luna,Naranda Kageboushi,78,1772503
Pratanallis feat. Rina Komatsu,Meet Again,172,1784645
Lime,Renai Syndrome,180,1295855
WANIMA,GONG,195,1099681
Down,Rihan Rider,175,1317135
NIVIRO,Memes (Speed Up Ver.),143.35,776928
Silent Siren,Koi Yuki,128,700540
Yonekura Chihiro,InFINITE Line,140,1407839
Asumi Kana,Hanagonomi TVsize ver.,111,183351
SNKP,Geese's theme,158,8821
Omoinotake,One Day,164,1195193
sasakure.UK,-echo-: NieR Song of the Ancients / Devola ~ Song of the Ancients / Popola,140,1493195
Soushi Sakiyama,Heaven,107,1511868
aorun,Keshougiga,170,1620928
ClariS,Luminous -movie MIX-,173,1510572
Nekomata Master+,chaos eater -IIDX edition-,210,1248923
FELT,Memories [Eris's Timeless Voyage mix],100,1665935
Thyme,Forever We Can Make It! (TV Size),92.5,6222
Six Stones,Arcana na Wispa,85,768623
Hiina,Aishite,110,1564795
Lil Pump,Boss,120,1749581
Billie Eilish,Happier Than Ever,162,1954885
MELL,Proof (TV Size),92,2064278
Lily Allen,Somewhere Only We Know,86,370640
BABYMETAL,Road of Resistance,205,1109083
Linked Horizon,Shinzou o Sasageyo!,160,1250057
Hatsune Miku,Conveni,150,12960
ClariS,Sayonara wa Iwanai,128,49933
Juanes,Nada valgo sin tu amor,77,1907523
HAG,Contrail,126,1835919
Perfume,Ceramic Girl,135,972726
Perfume,Computer Driving,160,8574
3rd Coast,STOP,162,6339
sakuraburst,Glacierfall (Park Remix),170,1329045
Ogura Yui,Doki Doki Labyrinth,146,1500350
KOTOKO,One Small Step,160,1569847
ClariS,Blue Canvas,134,2041719
FELT,After rain,70,433267
Mikazuki Yozora(CV:Inoue Marina)&Kashiwazaki Sena(CV:Ito Kanae),Egao no Dessin,122,615376
cYsmix,Manic,150,362460
Last Note.,Mukiryoku Coup D'Etat,185,1789331
Tommy heavenly6,Pray,178,1850237
tv room,Say It Back,120,1759488
Laur,Metamorphose,160,1823749
Kid Cudi feat. MGMT & Ratatat,Pursuit of Happiness,115.3,15690
Jerry Barnes  Quiana,Moon without the stars,122,262129
At the Garret,Ishi no Hana,168,1317044
Daft Punk,Technologic,127.46,7099
KiRaRe,"Don't think, Smile!! (TV Size)",173,1567841
Pastel*Palettes,Attsu Atsu Tokonatsu Love*Summer!,172,2181463
Ikareru Kin no Shishi,G59,170,1477965
Imy,Meteora,132,1062770
Hana,Himawari no Kyoukai,134,130692
ave;new feat. Sakura Saori,True My Heart,135,16910
They Might Be Giants,Courage the Cowardly Dog,107.89,1732
Key Sound Lab,dear old home,96,27987
jun with Alison,SUNKiSS DROP,185,2501
WAWA,Unsteadily,155.99,512
Ice,Amber Wishes (Deemo edit),195,1610241
Aimer with chelly (EGOIST),ninelie (TV Size),86,1885852
Hoshimachi Suisei,Je t'aime.,132,1593057
Tsukuyomi,Konna Inochi ga Nakereba,252,1317808
Daisy x Daisy,Towa no Kizuna feat. Another Infinity (TV Size),144,1651943
Judy and Mary,Freckles,170,308
Annabel,syncretism,155,1424727
La priere,Kimi to Driven Star,128,1506453
Ruan Xiaoqi,Yong Qi Zhi Hua,100,73278
Sakakibara Yui,STAR LEGEND (Short Ver.),150,13347
Ishida Youko,STRIKE WITCHES ~Watashi ni Dekiru Koto~,160,35920
Kurihara Yuki (CV: Kakuma Ai) & Momotsuki Shinya (CV: Okamoto Nobuhiko),Daisuki da yo Daisuki da yo Umaretekite Arigatou (TV Size),165,1362482
erum nagi x Tanemaki,Sousei no Megami,186,1521918
LiSA,Gurenge feat. Un3h [ dj-Jo Remix ] TV Size,135,1625682
Soken Masayoshi,Close in the Distance,85,1680581
DJKurara,Goodbye,195,866436
Michelle Vickie,Du Li,168,953302
himmel feat. YooSanHyakurei,Maple Wind,135,926096
senya,Nagori Tori,142,195808
Soken Masayoshi,Sunrise,138,1097108
Planetboom,Keys to the World (DMP3 Cut),160,24597
Tokyo Incidents,Active Three Minutes,120,14770
Ryo Yoshimata,Resolver,126,22650
Horie Yui,PRESENTER,151,342603
Petrarca Ann Erudanto III,Watashi no Housekibako (TV Size),151,120823
nekodex,aureole,70,1037352
"Kugimiya Rie, Horie Yui, Kitamura Eri",Pre-Parade (TV Size),160,1827277
Ito Kanako,Desire Blue sky (Short Ver.),143,1733189
Brymir,Herald of Aegir,196,1836524
Irreversible Mechanism,Cold Winds,130,1030737
Tamura Naomi,Yuzurenai Negai (TV Size),133,1107156
The Brilliant Green,Ash Like Snow (TV Size),166.18,16724
Shihoko Hirata,"Heartbeat, Heartbreak",100,26908
yozurino*,Mirai Melody,125,519583
NILFRUITS,Salvador,180,1541499
Ayumi Fujimura,Wishes Hypocrites (TV Size),160.03,15889
sasakure.UK,Hashira to JAPARI Man no Uta ANOTHER,120,584051
ANTI,Koi,160,356148
The Ghost Of 3.13,Sleep Prelude,75,325816
Tomatsu Haruka,Yume Sekai (TV Size),81,57873
Backstreet Boys,I Want It That Way,99,1064264
nao,Blue-Love Chime (Game Ver.),150,1943573
NEGOTO,Synchromanica (TV Size),148,788795
KOTOKO,Absurd,132.03,11141
CHiCO with HoneyWorks,Nostalgic Rainfall (TV Size),165,1169380
SECONDWALL,Shooting Star,184,1368054
Yukinoshita Yukino (CV: Hayami Saori) & Yuigahama Yui (CV: Touyama Nao),Diamond no Jundo (TV Size),160,1269543
Suzuki Aina,Hikariiro no Uta,188,1358382
YOASOBI,Encore,82,1387192
CHiCO with HoneyWorks,Otome-domo yo.,172,1109660
Yorushika,Spring Thief,125,1348249
Rivers of Nihil,Where Owls Know My Name,159.99,1095785
Poppin'Party,Blue Bird,152,1570188
YURiCa,Amatsu Kitsune,190,1073173
Aimer,March of Time,75,1420718
vivid undress,HAYARU YOROHIYA,147,1829285
Mental Cruelty,A Tale Of Salt And Light,240,2014862
Ling Yuan yousa,Hei Mao,140,825761
Epik High,Fly,128,275219
MIN,Em Moi La Nguoi Yeu Anh (Acoustic Version),94,861890
Endo Masaaki,Environmental Superman Ecogainder,180,9601
Dr. Flowershirts,Duel(O2 Version),150,7202
ric,Rislim,130,8149
Kase Aina,Kimi ni Tsuduku Kiseki,130,10401
Dubmood,Toffelskater (Dubmood 2007 Remix),128.58,14487
Mizuki Nana,Innocent Starter,132,754
Oshio Kotaro,Brand New Wings,126,1178838
Coldplay,Viva la Vida,138,100649
OH!DULCEARi x LESTON,HELLO KiTTY,80,1920159
Leo/need,Asu no Yozora Shoukaihan,185,1640622
tieff,By Holding You Close I'm Pushing You Further,146,958299
the peggies,Stand By Me,171,987998
2Pac,Life Goes On,159.14,962616
Kendrick Lamar,King Kunta,107,1006094
T.M.Revolution,SWORD SUMMIT,169.98,19127
2Pac,Hit 'Em Up,95.21,2009554
nao.paradigm,Zero-One,147,10772
yuki,Itsuka no Hakuchuumu,112,1077578
BEXTER,Syriana,135,13614
misa,Only Treasure,156,12731
Camellia feat. Nanahira,Seashore on the moon,128,712171
ak+q,Ignotus (Extended ver.),170,1084205
Ne Obliviscaris,Forget Not,195,930865
Ben Briggs,Selecting Continue,140,948868
SexuaLobster,Calloused Hands,72.5,581167
Satori-san,Hari no Sora,126,290262
40mP feat. chano,Yuugure One Room,220,1576275
JEM777,SilentNight,100,706662
Gotou Mai,Funwari Fuwari,105,58717
Rie Tanaka,Raison d'etre,128,516356
Ke$ha,Animal,139,17428
Forte Escape,Ask to Wind,108,318425
Akiyama Kiro,SKETCH (TV Size),94,1900097
Ayumi Hamasaki,Labyrinth,156,12318
Ryokuoushoku Shakai,Alice,187,1812255
Numtack05,Hajimari da ne!,120,1002222
THYME,forever we can make it!,185,1804171
midwxst,riddle,180,1695218
Kanye West,Stronger,104,1696918
Seizi Kimura,felt,123,231673
BLACKPINK,DDU-DU DDU-DU,140,798572
PolyphonicBranch,Aru Shoujo no Senzai Ishiki,140,1354017
Lolita,ORIYENTATSIYA SEVER,131,2001204
zts,horizon effect,130,1650136
Maeda Jun x yanaginagi,Owari no Sekai kara,148,1443345
Billie Eilish,idontwannabeyouanymore,170,2151271
boa,Duvet (TV Size),94,2033473
glass beach,cold weather,155,2156619
Noma Kumiko,LILIUM,56,2114717
Ryokuoushoku Shakai,Starry Drama,176,2029804
TrySail,azure (TV Size),140,942837
Pastel*Palettes,Harumodoki (Asterisk DnB Remix) [Rakakun- Edit],175,1034608
MIN,TAKE ME AWAY,150,644181
TOMOSUKE x Jazzin'park,LANA - Kiroku no Kakera -,168,1021387
Nakai Kazuya (Gaomon),Itsumademo Issho ni,131,6342
Matchbox 20,Unwell,162,3339
Camellia,Exit This Earth's Atomosphere,170,517474
DM DOKURO,The Devourer of Gods (Nonstop Mix),190,1205309
Yung Kage,OLIVIA,160.48,1720638
Tsubaki = Yayoi (CV: Imai Asami),Shinsou,244,579130
Tsunku,Munchy Monk Circus,189,9608
Frums,24eeev0-$,100,1086289
Ayakura Mei,Close to you (and me),126,790310
Nishino Kana,Aitakute Aitakute,110,75938
At the Garret x Kekkan Orgel,Replica,152,1757630
"Kirisaki Chitoge (CV: Touyama Nao), Onodera Kosaki (CV: Hanazawa Kana)",Taisetsu no Tsukurikata (Asterisk Remix),175,1111295
Rotisserie Chicken,Huh,163.7,1876615
Sakamoto Maaya,Gyakkou,169,957192
Kamikawa Eiji (CV: Ono Yuki) & Kokubo Touya (CV: Yashiro Taku),Siren Blue,185,1845770
Mayflower,Wii Shop Groove,95,1835768
Eve,Trap For You,172,2083734
Owsey,I've Lost All Light In My Life,140,925376
Astronaut,Champions (feat. Harry Brooks Jnr),128,889441
Marina and The Diamonds,Primadonna,128,88981
HAPPY BIRTHDAY,Koi Boudou (TV Size),125,70146
Mitani Nana,Sakura Forever Friendship,135,37380
Kanako Itou,Skyclad no Kansokusha,167,13231
Akemi Kanda,Kagayaku Kimi he (Full Version),144,18712
r300k & Mhz (Curium),G.O.A,144,18131
CCTV,Believe in the power of the brand,75,238992
APRIL,Muah!,124,384335
m.o.e.v,Gravity (TV Size),153,91688
cYsmix,bells!,130,548096
Lady Gaga ft. Space Cowboy,Christmas Tree,109,68111
"Lady Gaga, Bradley Cooper",Shallow,96,925847
MYUKKE.,NO ONE YES MAN,170,1687287
Abe Mao,Kotae (TV Size),179,1600565
Tadokoro Azusa,1HOPE SNIPER,274,2228966
LOONA,HULA HOOP (Cut Ver.),120,1736078
PassCode,Tonight,200,2019357
yeyeye,Last Christmas,107,1906333
Satou Hiromi,Hikari,150,1918985
Kalafina,Yume no Daichi,146,468807
Jonathan Coulton,Monkey Shines' Theme,160,33852
Mi Bai,Yomei Mikka Shoujo,63.33,1192177
ClariS,border,178,1701031
Iguchi Yuka,Hey World,180,1874860
Tsukudani Norio,Atashi no Kamisama,169,1213131
Shimotsuki Haruka,EXEC_METAFALICA/.,204,1827653
Mili,Mortal With You -Japanese ver.-,92,1802462
Capitan Tekno,Profondo Rosso,138.05,6062
M.Zakky,Tasogare ni Shitataru Chi wa Mitsu no Aji,84,329538
onelifecrew,Tsuioku Merry-Go-Round (TV Size),87,1276836
Jonas Blue,By Your Side (feat. RAYE) (Cut Ver.),123,2123858
Fujikawa Chiai,Kimi no namae,81,1048912
Streetlight Manifesto,"A Better Place, a Better Time",165,685896
Ricky Montgomery,My Heart Is Buried In Venice,112,1261423
Jay Chou,Ye Qu,87,136168
YooSanHyakurei,Ketsubetsu no Tabi,155,300034
Kugimiya Rie,Say Yes!,135,91344
My Neighbor Totoro,Path of The Wind,86.08,3099
Be,Shanghai Runner,123.7,17348
Tianshi,Alice,80,95026
Atsuko Asahi,GCN Yoshi Circuit (Cut Ver.),144,1587739
Bloodhound Gang,Uhn Tiss Uhn Tiss Uhn Tiss,135,5940
Hatsune Miku,Still Alive,120,2194
Hashiguchi Erina,Doki! Kouiuno ga Koi Nano?,142,62902
Meredith Brooks,Bitch,96.37,16225
Nintendo/Michiko Naruko,Ocarina of Time Medley,145,4299
Fun.,We Are Young (feat. Janelle Monae),92,69892
Jonathan Coulton & GLaDOS,Still Alive,120,15972
Depeche Mode,Wrong,163.79,10855
Yorushika,Matasaburo,200,1485265
Hekiyou Gakuen Seitokai,Treasure (TV Size),163,17036
Kawada Mami,For our days (Short Ver.),156,67695
Oranges & Lemons,Soramimi Cake (TV size),135,2003
